,dataset,cluster,dist_metric,inside_avg,outside_avg,out/in ratio,cluster_size
0,tasic,0,0.2,23.615115770101195,924.7218368374146,39.158047999417114,68
1,tasic,1,0.2,32.0647947583053,578.7683247744432,18.04996193292436,76
2,tasic,2,0.2,45.45953313089861,937.8534810171435,20.630512819316422,115
3,tasic,3,0.2,76.94139002211327,678.5294688107147,8.818783604191482,287
4,tasic,4,0.2,53.116430526735314,854.2580210156168,16.08274525498545,534
5,tasic,5,0.2,90.14871598267342,783.6797659472578,8.693188332242924,879
6,tasic,6,0.2,34.458428570860214,818.8257520082277,23.76271310005901,76
7,tasic,7,0.2,12.185266514461095,1182.8154700515945,97.06931470459558,68
8,tasic,8,0.2,22.488459802269183,1155.637711674803,51.388032877120125,71
9,tasic,9,0.2,35.00491484786477,977.7292297448248,27.93119863293895,48
10,tasic,10,0.2,37.34319902628157,894.663170360767,23.957860967699016,86
11,tasic,11,0.2,191.28308320807471,1169.2953052647524,6.112904945142543,49
12,tasic,12,0.2,40.15107805233676,769.4090606813808,19.162849368040863,56
13,tasic,13,0.2,109.84863868000889,818.7422342160901,7.4533671427745345,148
14,tasic,14,0.2,73.29650823098878,913.972662482259,12.469525282185867,213
15,tasic,15,0.2,137.19839664710736,993.8769079871814,7.244085443240024,80
16,tasic,16,0.2,47.08842673597385,708.1404146941102,15.038523556216344,289
17,tasic,17,0.2,73.26868469054475,1434.685143766761,19.581150525988708,128
18,tasic,18,0.2,32.29123897155039,1727.6898973219145,53.503363523588064,118
19,tasic,19,0.2,36.555709767350706,1469.5528633507154,40.20036466815449,137
20,tasic,20,0.2,96.00288006504363,1116.5409803718733,11.630286295738182,366
21,tasic,21,0.2,80.5075721537397,1196.04207650991,14.856268106382736,115
22,tasic,22,0.2,61.481368219120704,1349.0574590650888,21.94254126318438,211
23,tasic,23,0.2,91.2383913061918,1080.1767711191892,11.83905980426777,116
24,tasic,24,0.2,58.207732882243775,836.6420471991098,14.373383153260155,289
25,tasic,25,0.2,54.31592418119203,865.3431504123873,15.931665776793126,242
26,tasic,26,0.2,86.93566464906505,933.2472793635194,10.734918553056188,232
27,tasic,27,0.2,68.83679550961514,1243.2249380505032,18.060470840436626,207
28,tasic,28,0.2,58.15310665788255,864.6630782665168,14.868734070449067,61
29,tasic,29,0.2,24.979939293187034,1539.759783238929,61.63985289023017,179
30,tasic,30,0.2,72.49521213884269,1157.3823460811268,15.964948745366941,67
31,tasic,31,0.2,80.51791181425516,1374.3152757522662,17.06844160244296,178
32,tasic,32,0.2,40.68847065600649,1293.7433280720056,31.7963124986862,59
33,tasic,33,0.2,66.4955567705346,1279.2822455964094,19.238612438587516,74
34,tasic,34,0.2,66.23666707700683,1055.9441230656203,15.941987567671218,238
35,tasic,35,0.2,20.930391275974035,1133.8885630404598,54.17426497621422,63
36,tasic,36,0.2,24.592859312195422,901.8161865726445,36.66983879851011,89
37,tasic,37,0.2,49.70227242109064,828.2299603822373,16.66382481197754,115
38,tasic,38,0.2,80.40401790733848,1304.8246913072267,16.228351832006336,555
39,tasic,39,0.2,66.518072263188,1172.1833640940747,17.622028483570123,203
40,tasic,40,0.2,84.1930811395469,1190.5714788241137,14.140965774263394,79
41,tasic,41,0.2,60.71053036800917,1275.2900841524336,21.006077140522486,208
42,tasic,42,0.2,50.64283053687141,1182.6789136105765,23.35333355329549,61
43,tasic,43,0.2,46.086706218465636,1265.8316358730453,27.466307309370322,126
44,tasic,44,0.2,38.50785437745359,1135.2097741054963,29.479953958955537,103
45,tasic,45,0.2,27.85231131097355,1006.1592648177811,36.12480320156998,131
46,tasic,46,0.2,33.28862309290059,896.8392009844459,26.94131260645963,80
47,tasic,47,0.2,28.63298749027441,960.321526899463,33.538991599310044,71
48,tasic,48,0.2,24.21564004448038,914.1673350738205,37.75111181842134,165
49,tasic,49,0.2,83.05962434933784,749.0445964757786,9.018155359400563,36
50,tasic,50,0.2,23.348400847874952,829.8815450573009,35.54339975848206,129
51,tasic,51,0.2,37.5470562081601,990.0092414647048,26.367160077107354,69
52,tasic,52,0.2,76.92896604044945,788.6762198655312,10.25200597978716,72
53,tasic,53,0.2,60.40327473646444,1121.3275656375242,18.564019426592406,112
54,tasic,54,0.2,42.270237564680016,883.4021900050797,20.898917084469595,65
55,tasic,55,0.2,52.99188213770706,937.629124952113,17.693825679102098,200
56,tasic,56,0.2,132.74722807872382,722.3281137327016,5.441380013632641,810
57,tasic,57,0.2,45.550081255287715,1024.3035792937667,22.487414974146937,63
58,tasic,58,0.2,112.57119989949351,887.4867314250316,7.883781395396006,624
59,tasic,59,0.2,22.61294236258719,1144.6811150625754,50.620617905807556,89
60,tasic,60,0.2,43.25861424759404,1546.9545054878697,35.76061166993828,108
61,tasic,61,0.2,55.79787041399027,1335.017348406922,23.925955211225975,212
62,tasic,62,0.2,89.76344252289928,1107.1428648026026,12.334006291260083,673
63,tasic,63,0.2,38.42312356547041,1360.1605165768608,35.39953003194129,125
64,tasic,64,0.2,41.502619726461454,1158.2820637515251,27.908649415039736,70
65,tasic,65,0.2,55.166742904720444,1103.6532006398506,20.00577055176144,119
66,tasic,66,0.2,194.55026801074246,997.7302809535646,5.128393248466114,1404
67,tasic,67,0.2,59.27882287609682,925.1005105657557,15.605919039576388,215
68,tasic,68,0.2,34.7892748424601,1002.7995399467102,28.824962419820242,70
69,tasic,69,0.2,92.6765704696889,783.8017014511694,8.45738785411273,435
70,tasic,70,0.2,23.28319067324608,904.1028668825405,38.830711802803485,49
71,tasic,71,0.2,23.98741700039666,1128.7474765325762,47.05581582685251,123
72,tasic,72,0.2,81.44094300964782,1049.1418413291842,12.882240830694933,54
73,tasic,73,0.2,94.18431165827478,1142.8132927531922,12.133796729328092,412
74,tasic,74,0.2,67.5181541982458,1101.0270664306536,16.307126275961785,387
75,tasic,75,0.2,115.85352579176701,1054.4270689249454,9.101380918006354,184
76,tasic,76,0.2,70.52995239513572,874.4444590144485,12.398200045783057,704
