,dataset,cluster,dist_metric,inside_avg,outside_avg,out/in ratio,cluster_size
166,harris,19,1.0,0.9741274889909283,1.2294420561438484,1.2620956394705516,66
167,harris,20,1.0,0.9194935225048517,1.327556083158584,1.443790576731963,61
168,harris,21,1.0,0.7550703044609854,1.4088792536594057,1.8658914876345831,58
169,harris,22,1.0,0.6812926214820778,1.3332452930532122,1.9569348779279048,49
170,harris,23,1.0,0.8132220643119258,1.5116688194424692,1.8588635082368372,17
171,harris,24,1.0,0.9057047906631424,1.4490952224658225,1.5999641797244093,71
172,harris,25,1.0,0.7997300289947875,1.6163805743157642,2.021157785393475,74
173,harris,26,1.0,0.7395087900056703,1.5487836040789174,2.094341034224951,72
174,harris,27,1.0,0.9178406653969354,1.7133055979655434,1.866669959785009,48
175,harris,28,1.0,0.6998990649405925,1.5042155238736135,2.1491892177356906,67
176,harris,29,1.0,0.9314283400163689,1.4737146536970676,1.5822093771284311,29
177,harris,30,1.0,0.8683710114936639,1.3995077273417604,1.6116472208514896,115
178,harris,31,1.0,1.3597757620719486,1.9788719964583936,1.4552928884708913,57
179,harris,32,1.0,0.8911970104213871,1.2132882513528969,1.3614141847033514,52
180,harris,33,1.0,1.0686463201050138,1.5332324123247412,1.434742611731516,76
181,harris,34,1.0,0.9120636865122513,1.4293095204435022,1.5671159169917275,83
182,harris,35,1.0,1.618780650940365,1.508946800825759,0.9321502576332361,27
183,harris,36,1.0,0.7944915463256467,1.114603692179752,1.402914476981606,22
184,harris,37,1.0,1.3206859079381703,1.2272145080880412,0.9292251100066216,27
185,harris,38,1.0,0.9893755979879497,1.326041295348102,1.3402809792810888,34
186,harris,39,1.0,0.842044874466778,1.8241393824360255,2.1663208669147895,35
187,harris,40,1.0,1.1178591691550916,1.203983399296748,1.0770439000887306,69
188,harris,41,1.0,0.719496659602717,1.2273496961116,1.7058448843797316,61
189,harris,42,1.0,0.9706404062414901,1.365912382946884,1.4072280261193375,171
190,harris,43,1.0,0.8592032804819167,1.4337623692474866,1.6687114700531713,85
191,harris,44,1.0,0.7234842949877605,1.2256630133155864,1.6941114296562878,264
192,harris,45,1.0,0.8230106350083121,1.0880135048876836,1.3219920358340145,158
193,harris,46,1.0,0.987142999757542,1.270950222541935,1.2875036573769965,93
194,harris,47,1.0,4.057623011917263,4.305076030441073,1.0609847237648837,18
195,harris,48,1.0,1.6548925325766024,1.3862998855088295,0.8376978312606289,56
196,harris,0,2.0,0.1344058410146946,0.2565707452073211,1.9089255591151741,270
197,harris,1,2.0,0.1372991505658901,0.2558867220124441,1.8637167160742458,86
198,harris,2,2.0,0.1922634687226788,0.31653984273541064,1.6463857894501441,47
199,harris,3,2.0,0.22241723149429093,0.32922307645845006,1.480204902500554,85
200,harris,4,2.0,0.20961612385205414,0.29722045808335007,1.4179274600704217,106
201,harris,5,2.0,0.14695519645683602,0.2901675227184348,1.9745305352551001,25
202,harris,6,2.0,0.18717366087901188,0.2864517581555944,1.5304063446232181,50
203,harris,7,2.0,0.1405274472446491,0.2520749254711209,1.7937771617830285,51
204,harris,8,2.0,0.1931620467690759,0.2398134045086572,1.2415140992751683,50
205,harris,9,2.0,0.2064593465114651,0.2738387837343088,1.3263569238271418,121
206,harris,10,2.0,0.147029378440018,0.2190365510529011,1.4897468341149185,101
207,harris,11,2.0,0.1521297740270156,0.2936496860103871,1.9302578202623242,60
208,harris,12,2.0,0.144647171328454,0.3155775214212082,2.181705445899238,31
209,harris,13,2.0,0.11805690117404721,0.28619327257172433,2.4241977362238187,72
210,harris,14,2.0,0.10399075740919268,0.299268416687053,2.8778366860957005,48
211,harris,15,2.0,0.18632393043446188,0.335448504410114,1.8003511606261742,36
212,harris,16,2.0,0.25898714458311944,0.3678900506623849,1.4204954120582387,118
213,harris,17,2.0,0.10345743165777302,0.3383992919137681,3.2709036604848225,119
214,harris,18,2.0,0.20615269446217202,0.2923684297786539,1.4182129927596072,72
215,harris,19,2.0,0.18895209430772383,0.26128112245552876,1.3827902962007461,66
